time,amount,eth_balance
2024-09-06 00:00:00.000 UTC,-70.26764118774815,3349.5126410495313
2024-09-07 00:00:00.000 UTC,-163.09459624161732,3186.418044807914
2024-09-08 00:00:00.000 UTC,3212.2472801968447,6398.665325004758
2024-09-09 00:00:00.000 UTC,2295.38890983445,8694.054234839208
2024-09-10 00:00:00.000 UTC,18338.155075756473,27032.20931059568
2024-09-11 00:00:00.000 UTC,-24205.044129133265,2827.1651814624165
2024-09-12 00:00:00.000 UTC,-671.7520322199072,2155.4131492425095
2024-09-13 00:00:00.000 UTC,-501.6821021476143,1653.731047094895
2024-09-14 00:00:00.000 UTC,1746.1133164726243,3399.8443635675194
2024-09-15 00:00:00.000 UTC,-2211.1980214177347,1188.6463421497847
2024-09-16 00:00:00.000 UTC,1005.437975715051,2194.0843178648356
2024-09-17 00:00:00.000 UTC,153.55587610064669,2347.6401939654825
2024-09-18 00:00:00.000 UTC,23018.66984735682,25366.310041322304
2024-09-19 00:00:00.000 UTC,-14480.272734133561,10886.037307188742
2024-09-20 00:00:00.000 UTC,-7778.0017410891505,3108.035566099592
2024-09-21 00:00:00.000 UTC,-612.8539956629315,2495.1815704366604
2024-09-22 00:00:00.000 UTC,2703.242509741548,5198.424080178209
2024-09-23 00:00:00.000 UTC,14025.77375859895,19224.19783877716
2024-09-24 00:00:00.000 UTC,-16446.760022229864,2777.4378165472954
2024-09-25 00:00:00.000 UTC,-301.4601623798589,2475.9776541674364
2024-09-26 00:00:00.000 UTC,18500.22353805966,20976.201192227098
2024-09-27 00:00:00.000 UTC,-12648.831476341622,8327.369715885476
2024-09-28 00:00:00.000 UTC,486.0748421618675,8813.444558047344
2024-09-29 00:00:00.000 UTC,-7167.238374880996,1646.2061831663477
2024-09-30 00:00:00.000 UTC,4118.163762749787,5764.369945916134
2024-10-01 00:00:00.000 UTC,5178.484273643023,10942.854219559158
2024-10-02 00:00:00.000 UTC,-5443.686511525347,5499.167708033811
2024-10-03 00:00:00.000 UTC,-2919.85467462142,2579.313033412391
2024-10-04 00:00:00.000 UTC,448.6230927223133,3027.9361261347044
2024-10-05 00:00:00.000 UTC,1083.6934189284718,4111.629545063176
