time,amount,eth_balance
2024-07-01 00:00:00.000 UTC,-1837.244726394533,10215.44468662958
2024-07-02 00:00:00.000 UTC,3720.4404648428917,13935.885151472472
2024-07-03 00:00:00.000 UTC,19961.695602769858,33897.58075424233
2024-07-04 00:00:00.000 UTC,-31219.553646646134,2678.0271075961937
2024-07-05 00:00:00.000 UTC,3604.445128106269,6282.472235702462
2024-07-06 00:00:00.000 UTC,8208.983024179855,14491.455259882317
2024-07-07 00:00:00.000 UTC,8259.713639286065,22751.168899168384
2024-07-08 00:00:00.000 UTC,-12995.335363170088,9755.833535998296
2024-07-09 00:00:00.000 UTC,1778.2554933324177,11534.089029330713
2024-07-10 00:00:00.000 UTC,6089.116744774756,17623.205774105467
2024-07-11 00:00:00.000 UTC,5966.960555159559,23590.166329265026
2024-07-12 00:00:00.000 UTC,-14939.975879607095,8650.190449657932
2024-07-13 00:00:00.000 UTC,-1569.4065692399429,7080.783880417989
2024-07-14 00:00:00.000 UTC,-1702.8713107668798,5377.912569651109
2024-07-15 00:00:00.000 UTC,18792.180643616077,24170.093213267188
2024-07-16 00:00:00.000 UTC,-19948.19736622769,4221.895847039497
2024-07-17 00:00:00.000 UTC,1601.0069569068921,5822.902803946389
2024-07-18 00:00:00.000 UTC,1685.3524312069092,7508.255235153299
2024-07-19 00:00:00.000 UTC,-4194.566340004279,3313.68889514902
2024-07-20 00:00:00.000 UTC,70.62098183536186,3384.309876984382
2024-07-21 00:00:00.000 UTC,-335.902641195685,3048.4072357886967
2024-07-22 00:00:00.000 UTC,373.1980580278963,3421.605293816593
2024-07-23 00:00:00.000 UTC,-22.32367334220624,3399.2816204743867
2024-07-24 00:00:00.000 UTC,1873.0769697135986,5272.358590187985
2024-07-25 00:00:00.000 UTC,1264.6824691994016,6537.041059387387
2024-07-26 00:00:00.000 UTC,-3739.5111543674734,2797.5299050199133
2024-07-27 00:00:00.000 UTC,3487.614727764629,6285.144632784542
2024-07-28 00:00:00.000 UTC,-3502.732715206531,2782.4119175780115
2024-07-29 00:00:00.000 UTC,32415.902821479835,35198.314739057845
2024-07-30 00:00:00.000 UTC,-25826.023236694182,9372.291502363663
2024-07-31 00:00:00.000 UTC,2510.235839006192,11882.527341369856
