time,amount,eth_balance
2024-11-22 00:00:00.000 UTC,-23.996660856213566,14293.078022495753
2024-11-23 00:00:00.000 UTC,4442.538919392669,18735.616941888424
2024-11-24 00:00:00.000 UTC,-14278.719187575882,4456.897754312542
2024-11-25 00:00:00.000 UTC,5216.232724764856,9673.130479077397
2024-11-26 00:00:00.000 UTC,-6334.847815268255,3338.282663809143
2024-11-27 00:00:00.000 UTC,1721.4918162243328,5059.774480033476
2024-11-28 00:00:00.000 UTC,1843.7792329491513,6903.553712982627
2024-11-29 00:00:00.000 UTC,-303.127308575137,6600.42640440749
2024-11-30 00:00:00.000 UTC,14655.999598104067,21256.42600251156
2024-12-01 00:00:00.000 UTC,-8052.143556398052,13204.282446113506
2024-12-02 00:00:00.000 UTC,-8800.342145131464,4403.940300982042
2024-12-03 00:00:00.000 UTC,8423.161237530157,12827.1015385122
2024-12-04 00:00:00.000 UTC,4170.448196255075,16997.549734767275
2024-12-05 00:00:00.000 UTC,-16145.871886128074,851.6778486392013
