tx_hash,value
0x2213908a54b5d29a801f15b403cf9f6aef8c73dd0001c39f347d9c19439e01dd,0.039448583035754936
0x636a8012d7406ede8599e281ae5de3d5ccdb2e8e60c40e5e3e003bf54d8f0537,0.012853665212152065
0xfbb4cf1e772b481f6fe25fb31d4a05dd3fbe02df38713eb00a71542330dcc0ff,0.04978933015834079
0x4f0a357cd6ec1b294c2c429fbcd810592c716971a37c9ccc02371f54038a4561,0.00699
0xe38e0b06b78860fbd29387784e90e6ea4e74aea984be0f05d76ce7f2f62a303b,0.031638611711249445
0x9c1e3f007014f16f9f50436193b9d8b1bc8092a77fdfdc1d5b6f308d8854262a,0.023823836580636096
0x50b98aa09b057d083c6cb295344a2244bf991be0e0959efe175567964b8902d4,0.0001021
0x4367ac9c7f2392a4d6141a2b93967bb1c0eafc3a8a655515f29c790cbb6fc582,0.07157339804277127
0xd42cf1cb9c72bae4081a236a615a4266ce3483b3a9ffd1533653f75f8e9a34af,0.01578360264386944
0x27a961bd613fa15fd4f1f11f5649e666596b68c28a006bb9240fbdae736c29bc,0.014943495223367085
0xddb2b7970c19f58cf90c92a4a27550992cb2c71bf7ecd2adadb046fd6051d80b,0.000418444
0xa5c9b182f163de6caded522c25094314fac08fe76e5349755d00525c11f5840c,0.06293455340015097
0xf7b97f4c401d0507ae31e7843c9ceca5bc339d90e20d60b3db9331ab288566a0,0.02274
0x9e3a4c7a46e0fd3caeb37e2d6329354993dd463334c49a890cac56d42a56e7be,0.009078028259889086
0xa23acf9aa8c56333245afbc5748f32d8545411f55ccbf79dc6a92b7d91c55289,0.008852738079398136
0x385edb176fd7434c03559682dda0cc9979b33b8296d4c4de16db6e6a6b7d96a3,0.00852992651524326
0x64b104bd2decfc8b1a99444f73034d8d2034f261f662023ed98d7fca8960123e,0.03410587514796954
0x10f9d1831558b37cde2054a70fa0c07034e5a532022f5c60f9cdf8d85f336dea,0.010514376317787786
0x81d4b5eacfc343d67567f2c0e6d5ae7055e7fa58bdd4756f7a1462c494b53e89,0.01659744222073232
0x22167db07971fa168a14c39614b9574069cd31037971583ec2dfc284a4fa7270,0.11169034575823633
0xfada5dd4b8fa233809fb83e41a76bf75ac71f1265516e8acf3b453e09b8f3fa3,0.151
0xf4b12b1455651497ca898f3b49228190d43407246ec34f7d15a73e0e7ea65f95,0.103
0x1cf3315f884c6a903a3dfe9da23bb2413d9f21c69d244702c1354f968f353beb,0.0055
0xdd0c28828b0c3f2c4eca35c1ea44c521cf51ed9a3da7510efc3d215f4afd39cb,0.03
0x68483814f36f94f4f46dfd785af3fa5af571fba56695ae55bd642f0a13601af3,0.06560368524400158
0x2a92602df4eda4ebbd594fbc2b544c841645b5e83b20d4ceb2ef233fa63fee8a,0.0118
0xe734d53e9d217c39c95754c892f20f625fd44c67de2ac7abd606625730e3066d,0.02917931209267507
0x97166afc149c08c5a21595f2a51b4f2e5e8a8a43a97d3a1befc384cc7eb546c3,2
0x998d34d39e6b776f7a043b72884c7b11ea8eadfb20180763404b57f8b8d3f868,0.0271
0xc6d9908143ab1b9a41b2c791d15fe2a08ed4a2cb681a448a4519b471acca76f4,0.017895517716377922
0xcc457b5b71ba47e50b9c52053bc68d44329281d59381d270634896eff4d93765,0.026066311236170175
0x4209fa55d24ebf38247edad154126250cb7d291acba21812e134ac1d527460f5,0.046181886224996575
0xd6ff2ba290f150fb6927c4543c0a26bac35abaf0f43875c5863f844cd94442d9,0.026124828431939657
0x5be75253ffbd471aef8b3c67fb54cc19df26aace512307aba533bd5e8962cfed,0.02244130297239388
0xf29c424e5a04b1175177895fba73e30d646ff88397927822685dff69d464dc1b,0.04019462258003835
0x13895709393127e7cc734a41a5f1c9c4bf812f353fb7a620f79cf83374b89fbc,0.013626040466826748
0xc3939c4e20d61a3e214659a70a6656aceae7045adf7004782a4f368b918db948,0.0096
0x31df8b333362959155da014a95ae2f0cce34387a5de901b5805e90bbed6b9838,0.01564072667759243
0x6d3cb034a95b76bb15a44104001c1c5714dfb9839f1bacd9334a4d5082e7fff8,2.6e-06
0x19935f77728186b078db9ae5aabf4cbf4243b8fed4ab7988250756487f7c1a82,0.027101671333960728
0x55936f35b0ea23c30e621b435ca7f6c94f315d24603da3ea070d67263dc18c07,0.05250764195768971
0x6ae061888da47790f3b16af6de043721dd9aef3736de486261ec68a240ace087,0.0332245953076539
0x11d3111a3fe3a6a8cae1cdda3bb660ca7f84782f653282eb5f7d1eaf07c7c214,0.001
0xe6a75d3cf3e23543102c9a55dbb02a0088536ae8f1f0df8f126ce54eeb162a22,0.05165097697710874
0x8d3572aeac461e6379d4fcf3f8f6cc5cb8767ca99f6966c4cf55b2f4a8fdc549,0.001006236
0xc058e1a33d14aab802f401ff0ebecd50763dc2284d56dc6871d0f6d0ea44b631,0.010045427260516562
0x7e868d4263fed45d15f95aa09c34c7895f7033dc2bdc18d4161cab746c5ae347,0.024130137634183414
0x1fa9f217f2842f343ca9f917c09b72f8785a00d138704ed5e672e6640a4357f2,0.03895987134509428
0xcf68af6f73f6e878aa08d9320811eb78af9e53ad083d181f7e0e59106a921e25,0.011076141383849266
0xde363c80f176ac9a379c6aa37683a31a21da08977f39855a2aabaa3cec6757ae,16
0x59ca8e3d8a97c422551ca3f13f2d3c32dea99e2bf5996e98cf9f65e73fd2786a,0.36639826763802413
0x5afb53cf785262c8da2b8088d0fd677d82c079976ee1d7b7675c3ae6a8f28108,0.98
0x5bc9f640f3d44fc85160c9c698a89cab1e38acf4594bf27a39719387c63b07eb,300
0x16b614f49f1ff23710c9f47ec85b103d35b2d635a8110c74900802d78bcfc254,0.02348957605780343
0x20e61a3be3d9ee4ff2b820424eca635a57faf28ca364ca88288ac9de50f5b33f,0.01269
0x7f42a4af8398f1a7ba1f59c3412d8c1fa764176acb30f1d7e8b8c56ea815564a,0.00111
0x3f7444ec4a9a4f594f2e417949aeec21c1b381ec5abdf9c11702d624f1298317,0.00984853
0xbb165c385af1df3e64e9888ff11be3b4a120cc0e9da8905ec7895cea0e67c303,0.10111
0xba70381ec4be6aa714791a07b09e4c4a966b18861983bf89485664d95558ed41,0.01509422523685252
0x14e3af8b95cb51af6a4efb717c17e0154c2992ef7a6c0dae247b8d5c1f9828e4,0.08992805755395683
0x0245dd53ff32ee3e10f28dfef8650413b1ad60ccf95d63fafcaf428bcbb0521f,0.18330367024179314
0x65a9aa1d8515fe32512bc892955ec1c08f74a58bf9b75e8b2d18216c272cfc5b,0.02447
0x487f3db2910b23a9c64aaedb059c05a8fde874dc935df6b76eba3c721d38529a,0.04433407591008168
0xf8d0aa4529eb2ed602d058a2a2fbc3f625afc9c50d0524773a37737a257e37c4,0.014414657362575143
0x9a9eab2e7f29cc403813bb0e74efa7198f5ba0a3a258c100da5cf9ff2e3a700a,0.02244549950787081
0xefd7afce6eb45a047f1971346a9769d2b74a09fe68763cb7150b3254845d6b86,0.02145476271357737
0x7b7dfef1ee58699d24cda22558f42cdcdf5b93cc342f081207d5642e7e9efc36,0.024579831176145747
0xe356bb378c67b0316106ac65a85a0c069f4dfeb887447f31318c8e8438e31fc3,0.04806282457543036
0x80d959948b3bcaffad11e025e6495a66216b437fcf0d575c59258762b731fcce,0.0005
0xfa8ff7d2f53142bf5a023a14a04975d74d99fc285115f858b49b17ba08fa1637,0.017826266609697064
0xb0f102bbea27ffcdaafb8b645012e5a64974f48ab096c6b32bb8584621d1b540,0.00555
0xb3ccaa32c1b348d26c82acb1703bea8f250ade9c4663d9a25b520d7d5d7a1ed9,0.013984815781753647
0xc7ec127db5732dfb7f5789ec32d77b96a7ff141e0b25a8f304ffc95f47e821a1,0.019860088145846073
0x189cd98333753c3c8ad52ee8e8420afd038c572adc14c149aab16946185d9f3d,0.1251942723121408
0x244e56ef9b889d8df91dee7588e2b03061f90c821601588dfd7462178b642706,0.0021
0x234141ca25c08442f3f8d1e725e5ff5c9f433f4ec6dfcf3d6e23c657efaaf96c,0.017166189767483738
0x83e689c3f312024034ab840ee19a94114ce86968714147f29da68f727017b47e,0.06565397642149728
0xf7f11c4521366ab9371ddb77f75c6ee74f5d84e2f8e0d76ff428a05a6bccfbb7,0.016582109971920975
0xf36513566e1b69d86540af42144ab09e63d8f90b11fc555ccbeec3f856f422e0,2e-05
0x498796cb1ac3b63286adbea71f64f72be5f1335c25cf53f0c7278fcce588ec63,0.07149259654778604
0xbfe216792dcfc67d4f37a61f5296758607ec3aea79fb9df4559b14dd59ab8bfe,0.22961836917924003
0xf4514b55e31a43cc7e6f5370195132ffc2c1ecb6502d675903ed9b20b5067b65,0.044634375126945784
0x58423c2bc2f3d1d2b56d9187fb14280df64828abafd5c9f106c3ecb6e039cff0,0.023125514985654284
0xcd4da9c09cf569d0376cb8c240eb4ab9a92e9681bf9c97929e3babef4b14dc08,0.03705438344841008
0x3ee6d5e0b80b2611c87dfcd5f8cc3cb210a2798a298bfd930dff538ddf9b9ecb,0.03959364675478936
0xd82fef1abbc53688883882ff057c080d3fa4af337734123e88749819b8aed849,0.0051
0x85eee7465ae0aa738bc93fa50dab4dc23563498e820dd5e426484cc1c8eef8ec,9
0x59de70d7e411874ac190c6fe9d724ded9c478af1efe4fcda7d4d1665be4d6dde,0.115
0x1037dda2679a0731a1757ae08c9abfad234e733010675f9f7f4e88916faf9fac,0.03207253981326985
0x68dc0f68f9d0be70e5e200d64be3332777a83b4e0cc260c9a55c3ee020535321,0.019019837605779032
0x0055995df40637872c2114e0528bbd5104ca1dac96b61ce00771ee7fd1ccbf87,3.1e-05
0x7153da83acb5806d0c9cb075eb19d164b2f0606f2bc9c2bd4749d60ca3187fd6,0.03205134439012675
0x94c0d95a1387039e44e05b9e649249a68547a60d4c5a3a8d5703a890edef6885,0.024641864486437615
0xc6abf167337a2ee40703437b6d627e8da03ecd2ae885fcb1203301f84449a9e7,0.02404
0x10c72d3c5651538e206e7afd62bc0246de779829778c8510211c684f0c8d9f86,0.0803262909865275
0x229ca171fa247cf29a5a74d78f1c0a4ced5c4e2ac19e533dd6b6b609587344d7,2.646
0x9232cad2ac5383a7c9bf9310d2cd81690fdb6c3456bb114fdc38b26771f1b348,0.008
0xa412ca92911fb9c57c37df7c0bdfad859b215f1d853e85d92198c27240d98221,0.05399907991170937
0xc24d6063b126a481f7a3b5f415b341b4380e6194667e8964b2d7dbe20f7f581d,0.034347322718114054
0x3339864e691e5338695622bdaf36cbe1bec16d3fe83fbffb0f79dd7841a0502c,0.0172
0x63d178cb81180b8eb73b2d4e73e134d80ab739a142cef6847054aa2e46a7dbbd,0.00745
0xe731247e2f6829013cc79316f4dff5e0e540a0c9532d3fd48943a158353453b5,0.01071174076196092
0xa7fa6882f0033035788216c2e47d7d695dc688658919ebff01d02674af78013d,0.030857058374361652
0xcabaf8114cd7b5861d8f896f18088009c47e3e5f01dd96be24280dccdc7d74b9,0.00731
0xa075b145a9f76ba14b2580937132c5490931343cec6fe6955d819958915e0702,0.001
0x83800c4db84734478fb82666d65b1b20a42cfab7c44d163378ed0a3475555f13,0.0170430782311726
0x85f42afef7b03f1b38c9bacc515a8996ff0b3ac9ac2bd3dc221ec3971636b569,0.03522834886035142
0xf2cc59bee199d4005da9d8cfe09dd08f85ba1f74a2a7c6f144f13dc6f46f65f5,34.4
0x4d2b0e694163c7af534d5b137c2c8cc2c8495b366ba51cbbfde011e7777020e7,0.0345233597705899
0xc0cc41e2cde2a4071fe01554200a8cdea735afdc6e266b9cf90941e87c651353,0.014951394844409032
0xdcd05f1e393b94e427006ee052487affd4f3ab113b5b97f2f797a96e5a67aebf,0.06526782587974501
0x1a0b94acc0a5ed1c7807561e864bd85941e4753f38c89ee161191120e1d9e0c6,0.022898168272538176
0x5582267af6a32b4217be4ea89556eb4d80190cc1f3c1aba73fb29b6956384cf0,0.009003902991194874
0xe191ff48b2c3f49d3f9980b27b5346590efb9b62a158eecff70fbc43450b499b,0.040669885295745306
0x8caa1766ca8b182ceab15a2d95cfb91eb35ca38aea9143bdf38c226fe0ac8ec5,0.015744147445700893
0xa5837761721af13fe5b464b242b3791d322426183fa869d303b139eda647ee7c,0.0267
0xbcedfa8a45e5197dfaa4a6d8933ebc4c24f8fb7dc07005c7df5adae8dc28ac19,0.0055
0x80440898b798eb4e3a0db2a0d1590c66692e3c51c64299e6b53ca9ba6f72bf2a,0.1
0xb7b4b69cb9b1b291370f21887150abd4d98ac34fb1d6705d241d463b26ae23f5,0.010740883020370807
0xa2739847568fea8a2de0e5c95e18e4e6221980c638039128e9304de64cca083d,0.02767295473589149
0xb118147c4c5fa3f85b3f9ef1d121850773caaf04b4aa6e000f46db436dcbedeb,0.06607036505791382
0x7498abbf9864a93b5bb6f7d4ff4ad052eaa9c8b0743974b8bb14e58965cf8137,0.014727927427878136
0x017e9d4a97d6b3783bc1748bb8614d1123e5be8bfd0d5f1277cd29cd6e2d17e2,0.017748785575574556
0xec80261be1d9df990d3e1c36b58fdb8548495341cce1c73f972ab57b4e95965d,0.030567187228501817
0xd4e19b11e2126e7bd363f08a3b3fc1200c315a2120518d975ff7b709e682a4f9,0.019426510456256343
0x628d6de64a281bc2e53e1476fc89145659af7fc7d57b7efa7fe5d409896fcd99,0.044371422369580714
0x5354d9bb12529d789f6e6360bd7ab0408fd07cd87d34113c188357c07d729992,0.012261668067776297
0x2fa242f3a83e0f985c6eb573e0da8d9cc23aacbad0dcab797fd2f44e41d96709,0.08263777889360385
0x44169c29ea36e30e89f464aa2d208d53b169f23729459d1ea59726edfe08e695,0.011381756030952673
0x62cef04e662e45b20f13c714b7841ac5a0591a112e6b8bc425c08146ea4542fe,0.012914011074718188
0xf311a411a86efda4c70dadb62ba49d2013f4090eede11c4f0e42b5553fea1497,0.015639574140183705
0xb2afb46b482f8ade192e6ea0ec78f0b216271c302f6cc02fd56bbed803b67526,1e-18
0x03e39047f8349fbbca503f85b478e03bdc3d6f30a27b035bd17e890a34c49ced,0.10169530631138188
0x17a7bbb94388705df9ddb894c913f3256cc8fc7986f58485e2a696384bf1f4a0,0.021475070149495155
0x6a4b9ff14123121c9c4f1e3c8ecb3eb5ac19d6ef24902210c5faf60b0338ba10,0.04273729734389738
0x23013d28064fde5a9e7321316b3bb8b300cce6269b24fce2e7146c68592a4c74,0.05686168980142982
0x46aa3215da423089df7c944d6cc340456bdf1f94f6183d65cf884956042e7607,0.016256382366400545
0x9be443e33889c60c5637958f105b5094dbb30a8869379f8da82bec6b7645d52a,0.016007143795677983
0x8ef8fe3c5ff3167082c3c5e0ca3dc1316639853565dd1c24aa07c544268c6c5e,0.046668871696138814
0x37f579edca6f135d25610d19f7b47586162ee8cbde22b0882c992919ce083c3b,0.01260565948739668
0x3a113b0bb21c2b085e26d8db291c88ef2f4be461bcbdabbc796c183a98d04202,0.44
0x8630f557d83891503263b4027d477afe0fc08c0502456548e06c56c5fa141ef6,0.052087818112187795
0x2998b11ed21bf68bb4b0d58f45e1c615b0cd0fbe7860179cc206e592218070cb,0.11126162406143417
0x2ea9c6cf1bad3152b5cb64489a5a0f1c0fe53fa4a26c527ffb1dad816785e100,0.006
0xec1580fe2d1601b4e9d1c4bce520b23f98a4ec6ab28495f9e2d417409ddf1a0e,0.021207264739757925
0xab1246abc33a5e748bec8e55fdb1eaa0e418cdb21fb9463b2c439761f8d46cb3,0.06859091347044032
0x65f6ba86ecee9593bd41b25df4a57f55185b87932c55cd4f3cf6a1ba8b6e8196,0.008491978607484654
0xff48fd65927a652ac3ccd2fc0a740d86e31ff400bbd27e630890d10a2e97ea17,0.01222076085052528
0x10b024649391a2ba46b18bd4937fb4bf1b71e4328adbeb82f170f85b32b05d07,0.01877750920131997
0x51616d61dac48a313fe921085565cf6be7147f1d6e4c3227f1daefb74ddbd1ed,0.013613504544649255
0x327d5c61517c8de14d31f7ba02d12c44a447059f5546178b373118a6d8390f88,0.001
0x7d416bd3d6dd67f3b50d49cc96f4f54f916dbd79f3bc1fdef2681160b4ba3de0,0.2137222804489058
